,original_review,original_reply,rating,gpt_review,gpt_reply,sentiment,score
3631,리뷰가 늦었네요 넘 맛나요 담주에 또 시킬게용,"gk 님, 안녕하세요! 골라먹는 짱닭치킨 부천대점입니다! 리뷰가 늦어도 잊지 않고 작성해주신 것 만으로도 저희는 너무 감사합니다! 다음주에도 어떤 메뉴든 믿고 주문해 주세요! 최상의 맛으로 보답하겠습니다. 가성비 좋고 맛있는 음식으로 고객님께 기억될 수 있도록 최선을 다하는 그런 짱닭치킨이 되겠습니다. 매일매일 생각나는 맛이 되도록 더 노력하겠습니다! 주문해 주셔서 감사합니다~ 새해 복 많이 받으세요!",5," 맛은 별로였어요, 너무 기름지고 느끼해서 먹는데 부담스럽네요. 다음에는 다른 가게에서 시킬게요 "," 고객님의 의견을 소중히 받아들일 것입니다. , ",부정,0.9335731267929077
3632,양 맛 어느것 하나 부담없이 즐기는 맛 사장님 부자되세용,"ok 님, 안녕하세요! 골라먹는 짱닭치킨 부천대점입니다! 이번 주문에 맛있게 드셔 주셔서 정말 감사합니다 만족스러운 주문이셨던 거 같아 저희도 너무너무 뿌듯합니다~ 어떤 메뉴든 믿고 주문해 주세요! 최상의 맛으로 보답하겠습니다. 가성비 좋고 맛있는 음식으로 고객님께 기억될 수 있도록 최선을 다하는 그런 짱닭치킨이 되겠습니다. 매일매일 생각나는 맛이 되도록 더 노력하겠습니다! 주문해 주셔서 감사합니다~ ",5, 음식이 맛이 없었어요. 치킨의 향이 좀 이상해서 재주문은 안할 거 같아요 ," 더 맛있는 음식을 제공할 수 있도록 노력하겠습니다. , ",부정,0.9322797060012817
3633,솔직히 말해서 할인이라길래 한 번 시켜볼까 했는데 여기 찐 맛도리인듯 앞으로 부천 올 때마다 먹을 것 같네요.,"he 님, 안녕하세요! 골라먹는 짱닭치킨 부천대점입니다! 항상 내 가족이 먹는다는 마음으로 신선한 닭과 깨끗한 기름으로 조리하니 속은 부드럽고 겉은 바삭 고소해서 맛이 없을 수가 없겠죠? 앞으로도 더욱더 맛있게 조리하기 위해 노력하는 짱닭이 되겠습니다! 저희 짱닭 많이많이 사랑해 주실거죠? 그럼 오늘도 저희 짱닭과 함께 즐거운 하루 되세요~ 주문해 주셔서 감사드리고 큰 힘이 되는 별 5점도 너무너무 감사히 잘 받겠습니다~ ",5," 맛이 별로였어요, 정말 실망했습니다. 다음에는 다른 가게에서 시킬게요 "," 음식의 품질을 개선하도록 노력하겠습니다. , ",부정,0.9325830936431885
3634,아 리뷰 쓰는 걸 까먹고 지금 올리네요. 맛있게 잘 먹었습니다! 다음에 또 시켜 먹을게여!,"pa 님, 안녕하세요! 골라먹는 짱닭치킨 부천대점입니다! 이번 주문에 맛있게 드셔 주셔서 정말 감사합니다 만족스러운 주문이셨던 거 같아 저희도 너무너무 뿌듯합니다~ 어떤 메뉴든 믿고 주문해 주세요! 최상의 맛으로 보답하겠습니다. 가성비 좋고 맛있는 음식으로 고객님께 기억될 수 있도록 최선을 다하는 그런 짱닭치킨이 되겠습니다. 매일매일 생각나는 맛이 되도록 더 노력하겠습니다! 주문해 주셔서 감사합니다~ ",5, 음식이 맛이 없어서 먹기가 힘들었어요. 배달 시간도 오래 걸리고 실망스러웠어요 ," 고객님의 의견을 토대로 서비스를 개선하겠습니다. , ",부정,0.932832658290863
3635,처음 시켜보는데 엄청 맛있고 배달도 빨라요! 더 시켜먹을 거 같아요,이번 주문에 빠른 배달과 맛있는 치킨에 만족해 주시고 맛있게 드셔 주셔서 정말 감사합니다 치킨의 생명은 따뜻함과 바삭함이라고 생각하는데. 이번 주문에는 더 빠른 배달로 따뜻함과 바삭함.이 2가지를 다 만족시켜 드린거 같아 저희도 흐뭇하네요~ 앞으로도 맛있는 치킨이 생각나실 때는 언제든지 다시 찾아 주세요. 그럼.다음 주문도 맛있게 준비하고 기다리고 있겠습니다~ 주문해 주셔서 감사합니다~ ,5, 맛이 좀 아쉬웠어요. 음식이 너무 식어서 먹기가 그렇게 좋지는 않았어요 ," 더 좋은 음식을 제공할 수 있도록 노력하겠습니다. , ",부정,0.9324233531951904
3636,개인적으로 순살일때 크지 않은 조각으로 튀겨지는걸 선호하는데 그렇게 와서 너무 좋았어요! 양도 엄청 많구요. 너무 맛있게 먹었습니다~!,이번 주문에 맛있게 드셨다니 정말 기쁘네요 역시 치킨은 짱닭치킨~! 언제라도 주문만 주시면 맛있는 치킨 준비해서 고객님께 달려가는 짱닭치킨이 되겠습니다 앞으로도 맛있는 치킨 생각나실 때는 저희 짱닭치킨 꼭 찾아 주세요! 그럼 저희 짱닭치킨 많은 사랑 부탁드립니다~! 주문해 주셔서 감사드리고 큰 힘이 되는 별 5점도 감사히 잘 받겠습니다~ ,5, 음식이 싱겁고 별로였어요. 다른 가게에서 먹는 편이 더 나을 것 같아요 ," 다음에는 만족할 수 있는 음식을 제공하겠습니다. , ",부정,0.937684178352356
3637,짱닭은 사랑입니다 살이쪄서 자주는못시켜먹지만 짱닭만 먹어요,"lo 님, 안녕하세요! 골라먹는 짱닭치킨 부천대점입니다! 헉, 엄청 기분이 좋아지는 리뷰네요, ! 너무너무 감사합니다 매장에서 정성스럽게 열심히 준비해서 보내 드렸는데.이렇게 저희 짱닭치킨에 만족해 주시니 저희도 너무너무 뿌듯합니다~ 앞으로도 변함없이 최선을 다해 더 푸짐하게 더 맛있게 치킨 조리해서 보내 드리겠습니다! 저희 짱닭치킨 많은 사랑과 관심 부탁드립니다~ 주문해 주셔서 감사드리고 큰 힘이 되는 별 5점도 감사히 잘 받겠습니다~ ",5, 음식이 맛이 없었어요. 다시 시키지는 않을 거 같아요 ," 고객님의 불편을 최소화하기 위해 노력하겠습니다. , ",부정,0.9397784471511841
3638,1주일만에 생각니서 재주문했어요! 치킨도 바삭하고 딱튀김도 맛있습니다~!,"tj 님, 안녕하세요! 골라먹는 짱닭치킨 부천대점입니다! 일주일만에 재주문이라니! 너무너무 감사합니다 맛있게 드셨다는 칭찬은 언제 들어도 참 기분이 좋아지는 그런 말인거 같아요. 덕분에 힘든 시기이지만.힘이 팍팍 나네요. 앞으로도 저희 짱닭치킨! 더 힘내서 더 열심히 하도록 하겠습니다. 노력은 배신하지 않는다는 그런 생각으로 더 노력하겠습니다 주문해 주셔서 감사드리고 큰 힘이 되는 별 5점도 너무너무 감사히 잘 받겠습니다~ ",5," 맛이 별로였어요, 짜지도 않고 너무 식어서 먹는데 별로였어요 "," 더 신선하고 맛있는 음식을 제공할 수 있도록 노력하겠습니다. , ",부정,0.9257113933563232
3639,진짜 너무너무 맛있게 먹었습니다!,"ac 님, 안녕하세요! 골라먹는 짱닭치킨 부천대점입니다! 이번 주문에 맛있게 드셔 주셔서 정말 감사합니다 이렇게 저희 짱닭치킨에 만족해 주시는 리뷰를 볼 때 마다 더 열심히 해야겠다는 생각이 드네요. 저희의 이런 정성을 알아봐 주셔서 정말 감사합니다. 앞으로도 맛있는 치킨이 땡기는 날에는 저희 짱닭치킨 꼭 다시 찾아 주세요. 더 만족스러운 맛과 양으로 만족시켜 드리겠습니다! 그럼 오늘 하루도 저희 짱닭과 함께 행복한 일 가득 하시길 바랍니다. 주문해 주셔서 감사합니다~ ",5," 음식이 별로였어요, 다음에는 다른 가게에서 시킬게요 "," 앞으로 더 나은 서비스를 제공하기 위해 노력하겠습니다. , ",부정,0.9252558350563049
3640,뭐 하나 빠지지 않고 맛있는 짱닭치킨 잘 먹었어요~,"yu 님, 안녕하세요! 골라먹는 짱닭치킨 부천대점입니다! 수많은 치킨집 중에 저희 짱닭을 찾아 주시고 힘 나는 맛있게 드셨다는 말씀까지 남겨 주시니 더 감동이네요 ~ 이렇게 믿고 찾아 주시는 고객님 한분 한분께 더 맛있는 치킨으로 행복한 식사시간이 되실 수 있게끔 더 신경 많이 쓰겠습니다~ 앞으로도 저희 짱닭은 저희의 자리에서 묵묵히 최선을 다하며 고객님들을 기다리고 있겠습니다! 그럼.다음에도 맛있는 치킨 생각나실 때는 저희 짱닭치킨 꼭 찾아 주세요~ ",5," 맛이 별로였어요, 음식이 촉촉하지 않고 식어서 먹기가 좀 그랬네요. 다음에는 안시킬 거 같아요 "," 저희 음식이 맛 있지 않았다니 정말 죄송합니다. 고객님께서 말씀하신 촉촉하지 않은 음식에 대해서 조금 더 신경쓰도록 하겠습니다. , ",부정,0.9427690505981445
3641,양도 많고 가격이 너무 만족스러워요! 튀김옷도 엄청바삭해서 좋았어요 리뷰이벤트도 혜자!,"jo 님, 안녕하세요! 골라먹는 짱닭치킨 부천대점입니다! 이번 주문에 맛있게 잘 드셔 주셔서 정말 감사합니다 저희 짱닭이 가성비가 정말 최고죠? 맞습니다!푸짐한 양에 맛있는 치킨까지 ~ 거기다 저렴한 가격에 다양한 치킨을 골라서 먹을 수 있다니. 이러니 주문하시지 않을 이유가 없겠죠? 앞으로도 언제든지 맛있는 치킨이 생각나실 때는 저희 짱닭치킨 꼭! 다시 찾아 주세요 주문해 주셔서 감사합니다~ ",5," 별로 맛있지 않았어요, 튀김옷이 많이 불통해서 식어서 먹기가 힘들었어요. 실망했어요 "," 고객님께서 말씀하신 튀김옷이 불통해서 식어버린 부분에 대해서 깊게 반성하고 있습니다. 좀 더 주의를 기울여서 맛있고 따뜻한 음식을 제공하도록 하겠습니다. , ",부정,0.9301967024803162
3642,하진짜이집이 최고맛딥이에요 제 최애에요 진짜 넘 빠삭하구 어떻게이렇게 맛있게 튀기시는거죠?! 사장님 최고 오래장사해주세뇨! ,"el 님, 안녕하세요! 골라먹는 짱닭치킨 부천대점입니다! 이번 주문에 맛있게 드셔 주셔서 정말 감사합니다 맛있게 드셨다는 말씀은 언제 들어도 기분이 좋아지고 또 이렇게 믿고 찾아 주시는 고객님들을 실망시켜 드리지 않도록 더 열심히 해야겠다는 생각이 들게 하는 거 같습니다. 앞으로도 항상 준비된 자세로 고객님의 다음 주문도 기다리고 있겠습니다~ 변함없이 맛있는 치킨을 전해 드리기 위해 더 노력하는 짱닭치킨! 약속 드릴게요 늘 행복하시고 앞으로도 저희 짱닭치킨 많이많이 사랑해 주세요. 주문해 주셔서 감사합니다~ ",5," 맛이 그닥이었어요, 치킨이 많이 짠 편이어서 입맛에 맞지 않았어요. 아쉬웠어요 "," 맛이 그닥이셨다니 정말 죄송합니다. 치킨의 짠 맛이 입맛에 맞지 않으셨던 것 같은데, 향신료나 조미료의 양을 조절하여 고객님의 입맛에 맞게 조리할 수 있도록 노력하겠습니다. , ",부정,0.9388929009437561
3643,감사히 이용했습니다! 맛있게 먹었어요! 서 스 감사합니다! 조,"bh 님, 안녕하세요! 골라먹는 짱닭치킨 부천대점입니다! 저희야말로 맛있게 드셔주시고 매번찾아주셔서 너무 감사드립니다 이 감사하고 기쁜 마음을 요리에 그대로 담아 더 맛있게 해서 보내 드리겠습니다! 저희 짱닭을 이렇게 믿고 찾아 주시는 고객님들이 계셔서 저희는 힘내서 이렇게 으쌰으쌰 할 수 있답니다 앞으로도 더 좋은 모습 보여 드릴 수 있도록 더 노력하는 짱닭이 되겠습니다~! 주문해 주셔서 감사합니다~ ",5," 음식이 맛없었어요, 치킨이 맛이 없고 지저분해서 먹기가 너무 불편했어요. 아쉬웠어요 "," 음식이 맛없다는 말씀에 대해서 정말로 유감스럽게 생각합니다. 치킨이 맛이 없으셨고 음식이 지저분해서 불편하셨다는 점에 대해서 송구스럽게 생각하고, 더욱 청결하고 맛있는 음식을 제공할 수 있도록 노력하겠습니다. , ",부정,0.9322137832641602
3644,맛있게 잘 먹었어요! 가격도 저렴하고 양도 대박! 자주 시켜먹을께요!,"as 님, 안녕하세요! 골라먹는 짱닭치킨 부천대점입니다! 이번 주문에 맛있게 드셔 주시니 저희도 흐뭇하네요. 맛있게 드셨다는 소중한 리뷰 정말 감사합니다~ 요즘같이 힘든 시기에는 저희에게 맛있게 드셨다는 단순한 표현이.그 어떤 말보다 더 담백하고 더 임팩트 있게 와닿는 표현인거 같아요. 그래서 그 감동이 더 배가 되는 거 같습니다 저희가 고객님 한 분 한 분 취향을 모두다 만족시켜 드릴 순 없지만. 앞으로도 항상 최고의 맛과 양으로 보답하는 짱닭이 되겠습니다~ 주문해 주셔서 감사합니다~ ",5," 맛이 별로였어요, 치킨이 허전하고 양념이 잘 안 베어서 별로였어요. 실망했어요 "," 맛이 별로였다니 정말 죄송합니다. 치킨이 허전하고 양념이 잘 안 베어서 맛이 없게 느껴지셨던 것 같습니다. 치킨에 더 맛있게 양념을 물들일 수 있도록 노력하겠습니다. , ",부정,0.9310249090194702
3645,배가 고파서 허겁지겁 먹엇더니 순식간에 사라졌네요. 사진도 못찍고. 너무 맛있게 잘 먹었습니다 ,맛있게 드셔주시고 시간 내서 소중한 리뷰 달아주셔서 너무너무 감사합니다 ~.~ 고객님 덕에 힘이나네요~ 또 이용해주실거죠?! 즐거운 저녁시간되세용,5," 맛이 그다지 좋지 않았어요, 치킨이 너무 느끼하고 양념이 많이 약해서 별로였어요. 다른 곳에서 먹는게 나았을 것 같아요 "," 맛이 그다지 좋지 않았다는 리뷰에 대해서 깊게 반성하고 있습니다. 치킨이 너무 느끼하고 양념이 약해서 맛이 드러나지 않으셨던 것 같은데, 좀 더 맛있게 조리할 수 있도록 노력하겠습니다. , ",부정,0.9411348700523376
3646,말해뭐해 너무맛있어오용,맛있게 드셔주시고 시간 내서 소중한 리뷰 달아주셔서 너무너무 감사합니다 ~.~ 고객님 덕에 힘이나네요~ 또 이용해주실거죠?! 즐거운 주말 보내시고 시작하는 한 주도 행복하세요~ 감사합니다,5," 별로 맛있지 않았어요, 튀김이 너무 기름지고 음식이 더더욱 느끼해서 먹기가 힘들었어요. 아쉬웠어요 "," 맛이 별로였다니 정말 죄송합니다. 치킨이 맛이 없고 양이 적어서 제대로 식사하기 어려우셨던 것 같은데, 더 맛있고 풍성한 음식을 제공할 수 있도록 노력하겠습니다. , ",부정,0.938408613204956
3647,요기 맛집 마자용~ 너~무맛있게 잘먹었다는요,맛있게 드셔주시고 시간 내서 소중한 리뷰 달아주셔서 너무너무 감사합니다 ~.~ 고객님 덕에 힘이나네요~ 또 이용해주실거죠?! 즐거운 주말 보내시고 시작하는 한 주도 행복하세요~ 감사합니다,5," 음식이 맛이 없었어요, 치킨이 너무 짭짤해서 입맛에 맞지 않았어요. 아쉬웠어요 "," 음식이 맛이 없었다는 점에 대해서 매우 유감스럽게 생각합니다. 치킨이 너무 짭짤해서 입맛에 맞지 않으셨던 것 같은데, 좀 더 조절하여 고객님의 입맛에 맞게 조리할 수 있도록 노력하겠습니다. , ",부정,0.9311558604240417
3648,진짜진짜 맛있어요! 첫주문이라 3단계 시킬까 고민했는데 2단계가 딱이에용 떡이랑 리뷰로 주신 당면에 양념이 잘 매콤달콤하니 잘 베겨있어요 ,맛있게 드셔주시고 시간 내서 소중한 리뷰 달아주셔서 너무너무 감사합니다 ~.~ 고객님 덕에 힘이나네요~ 또 이용해주실거죠?! 즐거운 주말 보내시고 시작하는 한 주도 행복하세요~ 감사합니다,5," 맛이 별로였어요, 치킨이 맛이 없고 양이 아주 적어서 식사를 제대로 하기가 어려웠어요. 아쉬웠어요 "," 맛이 별로였다니 정말 죄송합니다. 치킨이 맛이 없고 양이 아주 적어서 제대로 식사하기 어려웠다는 점에 대해서 송구스럽게 생각하고, 맛과 양을 보완할 수 있도록 노력하겠습니다. , ",부정,0.9339092373847961
3649,처음 시켜봤는데 아이들 맵지않고 맛있다고 잘 먹네요~ 순한맛이라고 해놓고 막상 어린 저희 아이들은 맵다고 하는 경우 많은데 여긴 하나도 안매워서 아이들이 너무 잘 먹었어요 치킨도 같이 시킬 수 있어 넘 좋네요~ 치킨이 치킨텐더 느낌이에요~ 담에 또 시킬게요~ ,저희가 100 국내산 냉장닭만 사용하다보니! 타 떡볶이 업체처럼 100 닭다리살로만 제공해드릴수가없는점 양해부탁드려요! 안심 가슴살 닭다리살 비율로 들어간답니다! 그래도 아이들이 건강하게 먹을 수 있도록 청결하고 꺠끗한 식자재로 최고의 맛을 선보일 수 있게 노력하고 있으니 자주 이용 해주세요! 맛있게 드셔주시고 시간 내서 소중한 리뷰 달아주셔서 너무너무 감사합니다 ~.~ 고객님 덕에 힘이나네요~ 또 이용해주실거죠?! 즐거운 주말 보내시고 시작하는 한 주도 행복하세요~ 감사합니다,5," 맛이 그다지 좋지 않았어요, 치킨이 칼칼해서 입맛에 맞지 않았어요. 실망했어요 "," 맛이 그다지 좋지 않았다니 정말 죄송합니다. 치킨이 칼칼해서 입맛에 맞지 않으셨던 것 같습니다. 좀 더 맛있고 따뜻한 음식을 제공할 수 있도록 노력하겠습니다. , ",부정,0.9347690343856812
3650,레전드 . 천재적인 맛 입니다. 다음에도 꼭 시킬게요 서비스로 주신 중국당면도 쫄깃하도 맛잇앗어요 번창하세요~!,"안녕하세요.wk 님, 레전드 리뷰 진심으로 감사합니다! 저희 로제나 다른것들도 맛있으니 다음에 꼭 한번 드셔보세요~ 맛있게 드셔 주시고 시간 내서 소중한 리뷰 달아주셔서 너무 너무 감사드립니다~ 고객님 덕에 너무 힘이 나네요 ~ 또 이용 해 주실거죠~? 즐거운 주말 보내세요 이용 해주셔서 진심으로 감사합니다 금일까지 Baemin 3000원 할인 행사 주문 하고 있으며 다음주 월부터는 coopang eats 한주간 3000원 행사하니 주문 하실떄 참고해주세요~ 요즘 미세먼지가 많으니 항상 mask잘 쓰시고 다니세요~ 감사합니다 ",5," 맛이 별로였어요, 음식이 촉촉하지 않고 식어서 먹기가 좀 그랬네요. 다음에는 안시킬 거 같아요 "," 죄송합니다 대처가 늦은 점에 대해 사과드립니다. 음식이 식어서 맛이 좋지 않았다는 점에 대해서 저희는 더욱 신경 쓰도록 하겠습니다. , ",부정,0.9427690505981445
3651,감사합니다 맛있어요~,맛있게 드셔 주시고 시간 내서 소중한 리뷰 달아주셔서 너무 너무 감사드립니다~ 고객님 덕에 너무 힘이 나네요 ~ 또 이용 해 주실거죠~? 즐거운 주말 보내세요 이용 해주셔서 진심으로 감사합니다 ,5," 별로 맛있지 않았어요, 음식이 너무 짠 것 같고 텁텁해서 먹는 맛이 없었어요 "," 이해하시고 감사합니다. 음식이 짠 맛이 강하고 텁텁해서 맛이 없었다는 점에 대해서 조금 더 맛있게 조리할 수 있도록 노력하겠습니다. , ",부정,0.9363011717796326
3652,오늘도 맞있게 잘먹어습니다 다음에또주문할께요 ,맛있게 드셔 주시고 시간 내서 소중한 리뷰 달아주셔서 너무 너무 감사드립니다~ 고객님 덕에 너무 힘이 나네요 ~ 또 이용 해 주실거죠~? 즐거운 주말 보내세요 이용 해주셔서 진심으로 감사합니다 ,5," 맛이 예상보다 별로었어요, 음식이 너무 달고 기름져서 먹기가 힘들었어요 "," 맛이 예상보다 별로였고, 음식이 달고 기름져서 먹기가 힘들었다는 점에 대해서 죄송합니다. 다음에는 좀 더 맛있고 건강한 음식을 제공할 수 있도록 노력하겠습니다. , ",부정,0.9350499510765076
3653,떡볶이하면 걸작이죠 너무 맛잇어요 번창하세요,맛있게 드셔 주시고 시간 내서 소중한 리뷰 달아주셔서 너무 너무 감사드립니다~ 고객님 덕에 너무 힘이 나네요 ~ 또 이용 해 주실거죠~? 즐거운 주말 보내세요 이용 해주셔서 진심으로 감사합니다 ,5," 음식이 너무 맛이 없어요, 전체적으로 싱거워서 입맛에 맞지 않았어요 "," 신경쓰셔서 감사합니다. 음식의 맛이 싱거워서 입맛에 맞지 않았다는 점에 대해 조금 더 향신료나 양념을 조절하여 다양한 고객님의 입맛에 맞게 만들 수 있도록 노력하겠습니다. , ",부정,0.9253882169723511
3654,"떡볶이집이 너무 많아서 정착못하고 헤매다 걸작 처음시켜봤는데 맛있어요 메추리알, 오뎅, 파, 떡볶이 고르게 들어있어서 알차네요. 오징어튀김이랑 같이 시켰는데 부드럽고 쫄깃쫄깃해요 자주 애용할 것 같아요",자주 애용해주세용! 2월 1일부터 세트 구성이 리뉴얼되서 기존에 드신 떡복이처럼 드시길 원하시면 국물치즈떡볶이를 시켜주시면 되요! 저희 치킨도 정말 맛있답니다 다음에 꼭 한번 드셔보세용~ 맛있게 드셔 주시고 시간 내서 소중한 리뷰 달아주셔서 너무 너무 감사드립니다~ 고객님 덕에 너무 힘이 나네요 ~ 또 이용 해 주실거죠~? 즐거운 주말 보내시고 날씨가 추워졌으니 감기조심하세요 꼬옥~ 이용 해주셔서 진심으로 감사합니다 ,5," 별로 좋은 맛이 아니었어요, 음식이 너무 짜서 먹는데 힘들었어요 "," 별로 좋은 맛이 아니었고, 음식이 짜서 먹는데 힘들었다는 점에 대해 죄송합니다. 다음에는 좀 더 신선하고 맛있는 음식을 제공할 수 있도록 노력하겠습니다. , ",부정,0.9304980039596558
3655,정말 너무 맛있게 잘 먹었습니다 허겁지겁먹다 사진도 못찍었네요 ,맛있게 드시느라 못찍으신거라면 100번이라도 환영이랍니다~ 맛있게 드셔 주시고 시간 내서 소중한 리뷰 달아주셔서 너무 너무 감사드립니다~ 고객님 덕에 너무 힘이 나네요 ~ 또 이용 해 주실거죠~? 즐거운 주말 보내시고 날씨가 추워졌으니 감기조심하세요 꼬옥~ 이용 해주셔서 진심으로 감사합니다 ,5," 맛이 별로였어요, 음식이 너무 딱딱해서 좀 실망했어요 "," 맛이 별로였고, 음식이 너무 딱딱해서 실망했다는 점에 대해서 죄송합니다. 다음에는 더 부드럽고 신선한 재료로 만든 음식을 제공할 수 있도록 노력하겠습니다. , ",부정,0.9274823069572449
3656,맛있어서 자주 시켜먹어요 번창하세요,맛있게 드셔 주시고 시간 내서 소중한 리뷰 달아주셔서 너무 너무 감사드립니다~ 고객님 덕에 너무 힘이 나네요 ~ 또 이용 해 주실거죠~? 즐거운 주말 보내시고 날씨가 추워졌으니 감기조심하세요 꼬옥~ 이용 해주셔서 진심으로 감사합니다 ,5," 음식이 별로 맛있지 않았어요, 특히 고기가 너무 어려서 먹는데 부담스러웠어요 "," 이해하시고 감사합니다. 음식의 맛이 별로였고, 특히 고기가 어려워서 먹는데 부담스러웠다는 점에 대해 죄송합니다. 다음에는 더 부드럽고 맛있는 고기 요리를 제공할 수 있도록 노력하겠습니다. , ",부정,0.9292070269584656
3657,너무 맛나게 잘 먹었습니다. 매운거 잘 먹는편 아닌데 매콤달콤한 맛 딱 좋네요 ,맛있게 드셔 주시고 시간 내서 소중한 리뷰 달아주셔서 너무 너무 감사드립니다~ 고객님 덕에 너무 힘이 나네요 ~ 또 이용 해 주실거죠~? 즐거운 주말 보내시고 날씨가 추워졌으니 감기조심하세요 꼬옥~ 이용 해주셔서 진심으로 감사합니다 ,5," 맛이 별로였어요, 음식 전체적으로 너무 싱겁고 무드롭해서 좀 아쉬웠어요 "," 맛이 별로였고, 음식 전체적으로 싱겁고 무드롭다는 점에 대해서 아쉽다는 말씀 감사합니다. 다음에는 조금 더 풍미있고 화려한 음식을 제공할 수 있도록 노력하겠습니다. , ",부정,0.933712363243103
3658,배달이 생각보다 일찍왔고 보내주신 서비스도 너무 맛있게 먹었습니다. 많이 파시고 번창하세요~!,맛있게 드셔 주시고 시간 내서 소중한 리뷰 달아주셔서 너무 너무 감사드립니다~ 고객님 덕에 너무 힘이 나네요 ~ 또 이용 해 주실거죠~? 즐거운 주말 보내시고 날씨가 추워졌으니 감기조심하세요 꼬옥~ 이용 해주셔서 진심으로 감사합니다 ,5," 별로 맛이 없었어요, 음식이 너무 맵고 냄새도 심해서 먹기가 어려웠어요 "," 별로 맛이 없었고, 음식이 맵고 냄새도 심해서 먹기가 어려웠다는 점에 대해 죄송합니다. 다음에는 맛있고 향긋한 음식을 제공할 수 있도록 노력하겠습니다. , ",부정,0.936225950717926
3659,너무 맛있고 배터지게 잘 먹음요!,맛있게 드셔 주시고 시간 내서 소중한 리뷰 달아주셔서 너무 너무 감사드립니다~ 고객님 덕에 너무 힘이 나네요 ~ 또 이용 해 주실거죠~? 즐거운 주말 보내시고 날씨가 추워졌으니 감기조심하세요 꼬옥~ 이용 해주셔서 진심으로 감사합니다 ,5," 음식이 별로 맛있지 않았어요, 전반적으로 식감이 좀 부족했어요 "," 이해하시고 감사합니다. 음식의 맛이 별로 맛있지 않았고, 전반적으로 식감이 부족했다는 점에 대해서 죄송합니다. 다음에는 좀 더 풍부한 식감을 가진 음식을 제공할 수 있도록 노력하겠습니다. , ",부정,0.9247128963470459
3660,잘 먹었습니다. 짱 맛있어,맛있게 드셔 주시고 시간 내서 소중한 리뷰 달아주셔서 너무 너무 감사드립니다~ 고객님 덕에 너무 힘이 나네요 ~ 또 이용 해 주실거죠~? 즐거운 주말 보내시고 날씨가 추워졌으니 감기조심하세요 꼬옥~ 이용 해주셔서 진심으로 감사합니다 ,5," 맛이 별로였어요, 음식이 촉촉하지 않고 식어서 먹기가 좀 그랬네요. 다음에는 안시킬 거 같아요 "," 죄송합니다. 맛에 대해 다음에는 더 신경써보도록 하겠습니다. , ",부정,0.9427690505981445
3661,숯불향 장난아니고 진짜맛있어요,맛있게 드셔 주시고 시간 내서 소중한 리뷰 달아주셔서 너무 너무 감사드립니다~ 고객님 덕에 너무 힘이 나네요 ~ 또 이용 해 주실거죠~? 즐거운 주말 보내시고 날씨가 추워졌으니 감기조심하세요 꼬옥~ 이용 해주셔서 진심으로 감사합니다 ,5, 숯불향이 너무 강해서 좀 맛이 안나는 것 같아요 ," 죄송합니다. 숯불향이 강한 부분을 개선해보도록 하겠습니다. , ",부정,0.896872878074646
3662,배달도 빠르고 치킨 너무 맛있어요~,맛있게 드셔 주시고 시간 내서 소중한 리뷰 달아주셔서 너무 너무 감사드립니다~ 고객님 덕에 너무 힘이 나네요 ~ 또 이용 해 주실거죠~? 즐거운 주말 보내시고 날씨가 추워졌으니 감기조심하세요 꼬옥~ 이용 해주셔서 진심으로 감사합니다 ,5, 배달이 너무 늦게 왔고 치킨이 많이 덜익어서 식어서 먹을 수가 없었어요. 실망스럽네요 ," 죄송합니다. 배달 시간과 음식의 상태에 대해 개선할 수 있는 방법을 찾아보도록 하겠습니다. , ",부정,0.9301599264144897
3663,치킨이 진짜 맛있어요! 근본의 국산닭,맛있게 드셔 주시고 시간 내서 소중한 리뷰 달아주셔서 너무 너무 감사드립니다~ 고객님 덕에 너무 힘이 나네요 ~ 또 이용 해 주실거죠~? 즐거운 주말 보내시고 날씨가 추워졌으니 감기조심하세요 꼬옥~ 이용 해주셔서 진심으로 감사합니다 근본의 국산닭 화이팅! ,5, 치킨이 엄청 짜고 매워서 먹을 수가 없었어요. 다른 음식 시켜야겠어요 ," 죄송합니다. 치킨의 맛과 매운 정도를 고려하여 더 다양한 메뉴를 시도해보시는 것을 추천드립니다. , ",부정,0.8891212940216064
3664,아따 겁나게 맛나네요,맛있게 드셔 주시고 시간 내서 소중한 리뷰 달아주셔서 너무 너무 감사드립니다~ 고객님 덕에 너무 힘이 나네요 ~ 또 이용 해 주실거죠~? 즐거운 저녁 시간되세요 남은 올해 마무리 잘 하시고 날씨가 추워졌으니 감기조심하세요 꼬옥~ 이용 해주셔서 진심으로 감사합니다 ,5, 치킨 맛이 별로였어요. 건강에도 좋지 않은 것 같아서 다음에는 다른 음식 시킬게요 ," 죄송합니다. 치킨의 맛과 건강에 대한 부분을 고려하여 다른 음식을 시킬 수 있도록 하겠습니다. , ",부정,0.940958559513092
